,geo,tweet,user_handle,location,cleaned_tweets
941,,"RT @andy_chow: DeWine: Every piece of evidence shows that we are at a crucial time in this “war” 
“What we do now will slow this invader...…",karenkasler,"Statehouse, Columbus, Ohio", chow dewine every piece of evidence shows that we are at a crucial time in this war what we do now will slow this invader
942,,RT @SanAntonio_NC: San Antonio News Sen. Rand Paul becomes third member of Congress to test positive for COVID-19 - updates - USA TODAY htt…,E4rthMan,RESTEZCHEZVOUS, nc san antonio news sen rand paul becomes third member of congress to test positive for covid updates usa today htt
943,,"@MoHFW_INDIA How irresponsible the doctors of AIIMS, Patna they handover the dead body of the man who suffered from… https://t.co/N8yqsr5Bqy",SanjoyR27075229,"Itanagar, India",india how irresponsible the doctors of aiims patna they handover the dead body of the man who suffered from
944,,RT @MichaelCoudrey: NEW DATA: A French study has demonstrated evidence that the combination of Hydroxychloroquine &amp; Azithromycin are highly…,AnonFalcon3,, new data a french study has demonstrated evidence that the combination of hydroxychloroquine azithromycin are highly
945,,RT @asadowaisi: Spoke about these issues in my online public meeting today. We cannot confuse our faith &amp; trust in God with essential healt…,shanehussain110,"Jammu, Jammu And Kashmir", spoke about these issues in my online public meeting today we cannot confuse our faith trust in god with essential healt
946,,@SBCFireChief @SBCounty COVID-19 is public enemy #1. This criminal will be stopped!!,SbcsdOhannessia,"California, USA",covid is public enemy this criminal will be stopped
947,,"RT @SkyNewsAust: The number of confirmed cases of the novel coronavirus COVID-19 has surged in the past 24 hours to over 1,200 as the feder…",RosaBrackenreg,, the number of confirmed cases of the novel coronavirus covid has surged in the past hours to over as the feder
948,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,orthoddoxx,"Winter Springs, FL", cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
949,,RT @ENT_UK: There is the potential to reduce COVID-19 transmission by requesting that individuals with new onset of anosmia self-isolate. A…,HJebbour,"Tetouan, Morocco", uk there is the potential to reduce covid transmission by requesting that individuals with new onset of anosmia self isolate a
950,,RT @ChrisMurphyCT: A functional President would use emergency powers to organize a massive production and distribution system for the new 4…,deeann_student,"Missouri, USA", a functional president would use emergency powers to organize a massive production and distribution system for the new
951,,"Nurses who take care of covid 19 patients are apparently paid $4,000 a week",oddaliendrey,"Dallas, TX",nurses who take care of covid patients are apparently paid a week
952,,RT @kumailn: Even I have friends who are saying “Don’t you think this is an overreaction?” What a joy it would be to some day look back at…,EliseBare,, even i have friends who are saying don t you think this is an overreaction what a joy it would be to some day look back at
953,,"@CashbeanO Dear cashbean,In such an emergency lockdown situation(COVID-19) I request you to please reschedule the r… https://t.co/14iHO1XRaq",AritraD04969943,,dear cashbean in such an emergency lockdown situation covid i request you to please reschedule the r
954,,"RT @SiouxsieW: Heard of #FlattenTheCurve &amp; #StopTheSpread? Well, this is the graphic everyone needs to understand. We all have to change ou…",RyanMarino,Trying to make a difference, heard of flattenthecurve stopthespread well this is the graphic everyone needs to understand we all have to change ou
955,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",Spanish_Irish,"Los Angeles, CA", i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
956,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",katie_lady19,, the world will never be the same after we recover from covid every time the government said they couldn t find money for
957,,RT @Rajput_Ramesh: My nephew Sachin blowing traditional शंख to thank and express gratitude to all those who are working 24/7 so that our na…,Puruthakur78,"New Delhi, India", ramesh my nephew sachin blowing traditional to thank and express gratitude to all those who are working so that our na
958,,"Opinion | Thanks to COVID-19, home cooking could make a comeback https://t.co/ZSkXu9gRWc",StCatStandard,"ÜT: 43.194969,-79.547057",opinion thanks to covid home cooking could make a comeback
959,,"RT @cenkuygur: I feel terrible for @RandPaul that he tested positive for #Covid_19. I wish him a speedy recovery. At the same time, he obvi…",Mr_Solo_Dolo__,"Rhode Island, USA", i feel terrible for that he tested positive for covid i wish him a speedy recovery at the same time he obvi
960,,"RT @WilDonnelly: Unlike @RandPaul, @LindseyGrahamSC and @mattgaetz, who are all members of the #TrumpSwampElite, you may be finding it diff…",Rhonda4life,"Seattle, WA", unlike and who are all members of the trumpswampelite you may be finding it diff
961,,RT @mikaxlabautista: my mom is a charge nurse in ICU and she is literally preparing to get a patient with covid 19. she is ready to quarant…,alinavarela_,, my mom is a charge nurse in icu and she is literally preparing to get a patient with covid she is ready to quarant
962,,"Covid 19 cancelling everything, except my feelings for you😍😍 https://t.co/k65gTRYQqk",plac_ebo,"Accra,Gh",covid cancelling everything except my feelings for you
963,,RT @piya79: My nephews &amp; their dad held a music gig on the balcony today dedicated to those working tirelessly to battle #Covid_19india &amp; t…,gpaaaapi,मगध, my nephews their dad held a music gig on the balcony today dedicated to those working tirelessly to battle covid india t
964,,RT @NanHayworth: .@NYGovCuomo just announced that trial of (hydroxy)chloroquine and azithromycin will begin in New York on Tuesday. Excelle…,VickiBromboz,, just announced that trial of hydroxy chloroquine and azithromycin will begin in new york on tuesday excelle
965,,“Covid 19 kills so does loneliness”,Mennaaah3,No where.,covid kills so does loneliness
966,,RT @CityNews: Brampton mayor Patrick Brown says an employee at a Tim Hortons in the city has tested positive for COVID-19. https://t.co/qEX…,lambert_pp,Canada, brampton mayor patrick brown says an employee at a tim hoons in the city has tested positive for covid
967,,"RT @RustyGoodDalek1: Canada First is a hate group. PB are a hate group.
Hate groups want Covid 19 to spread",permafrog,canada's east coast, canada first is a hate group pb are a hate group hate groups want covid to spread
968,,"RT @Franklin_Graham: Here’s an update from our COVID-19 medical response team in Cremona, Italy, where @SamaritansPurse has received its fi…",EtscheidGary,"California, USA", graham here s an update from our covid medical response team in cremona italy where has received its fi
969,,RT @BathysphereHat: FRIENDS. The stuff about nature healing and wildlife returning because of COVID-19 is fake. https://t.co/IlVdiSdlun,Nafleky,"Don't Call It That, CA", friends the stuff about nature healing and wildlife returning because of covid is fake
970,,RT @zlj517: Rt: I really think COVID-19 has been here in America for awhile. Do you guys remember how sick everyone was during the holidays…,Thestoneflower,,  i really think covid has been here in america for awhile do you guys remember how sick everyone was during the holidays
971,,#Margao market also to be close tomorrow  Lets all fight this #Covid-19 together #PRIMEGOA #TV_CHANNEL.,PrimeTVGoa,"Panaji, India",margao market also to be close tomorrow lets all fight this covid together primegoa tv channel
972,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,AdnanHussainuk,"Bolton, England", cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
973,,"RT @raymahl: The world will never be the same after we recover from COVID-19. 

Every time the government said they couldn't find money for…",dumbbitchitch,outer space, the world will never be the same after we recover from covid every time the government said they couldn t find money for
974,,"RT @BeattieDoug: ***********SHIELDING***********

Any individual shielding in Upper Bann for 12 weeks and needs help getting food or prescr…",ulsterams,Belfast, shielding any individual shielding in upper bann for weeks and needs help getting food or prescr
975,,"RT @TimRunsHisMouth: ""Incredibly high doses of a drug that could potentially treat COVID-19 CAN KILL YOU!"" is an irresponsible story being…",Cross66D,Canada, incredibly high doses of a drug that could potentially treat covid can kill you is an irresponsible story being
976,,"RT @alliekoppel: @latimes seriously @latimes remove the paywall for covid-19 content. @nytimes has, LA residents should have access to loca…",natalieamandaS,NYC, seriously remove the paywall for covid content has la residents should have access to loca
977,,RT @piya79: My nephews &amp; their dad held a music gig on the balcony today dedicated to those working tirelessly to battle #Covid_19india &amp; t…,akspnd,"Noida, India", my nephews their dad held a music gig on the balcony today dedicated to those working tirelessly to battle covid india t
