geo,tweet,user_handle,location,cleaned_tweets
,RT @MelanieLigale: NONE of the facilities the government is offering are free. How can the frontline mandatory treatment and quarantine for…,potentash,Kenya, none of the facilities the government is offering are free how can the frontline mandatory treatment and quarantine for
,"RT @praveenzheli: Hyderabad police rushed the streets and made them to sit in houses..
#LockdownNow #COVIDIOTS #Covid19India #HyderabadLock…",preethicreation,, hyderabad police rushed the streets and made them to sit in houses lockdownnow covidiots covid india hyderabadlock
,"RT @PiyushGoyal: 🏥WHO backs India to take aggressive action against #COVID19

""Through its targeted public health interaction, India ended…",sudhirsinglabjp,"Gurgaon, India", who backs india to take aggressive action against covid through its targeted public health interaction india ended
,"RT @aparanjape: Well done! 

#Pune-based molecular diagnostics company Mylab, which specialises in molecular diagnostic kits has developed…",sahoo214,"Bhubaneshwar, India", well done pune based molecular diagnostics company mylab which specialises in molecular diagnostic kits has developed
,"RT @vijayanpinarayi: Explaining #COVID19 To Children 

It's important children understand the risks. But don't instill fear. 

🚸 Ensure the…",iamsouraav,India, explaining covid to children it s impoant children understand the risks but don t instill fear ensure the
,"RT @CollectorBhopal: #COVID19 : Be aware. Be safe.
Know your corona zone. Avoid crowded places.
#CoronavirusOutbreak 
#JansamparkMP https:/…",drmubl,"Hubballi, India", covid be aware be safe know your corona zone avoid crowded places coronavirusoutbreak jansamparkmp https
,"RT @NST_Online: #NSTnation: One new #Covid19-related death was recorded as of noon today, bringing the death toll in #Malaysia to 15.

http…",MimieIly,, online nstnation one new covid related death was recorded as of noon today bringing the death toll in malaysia to http
,"RT @MinhazMerchant: More fear-mongering: ⁦@ThePrintIndia⁩ predicts 1 million cases of #COVID19 &amp; 30,000 deaths by end-May using exponential…",d_prexa,, more fear mongering predicts million cases of covid deaths by end may using exponential
,RT @DrEricDing: America did nothing while the epidemic quietly burned through the underbrush. #COVID19,raidergyrl,"Haleiwa, HI", america did nothing while the epidemic quietly burned through the underbrush covid
,RT @valonthecoast: The White House press briefing is currently talking about the problem with how #COVID19 can spread by surfaces. 🦠 These…,Da_rily,kenya, the white house press briefing is currently talking about the problem with how covid can spread by surfaces these
,RT @AliciaTDennis: A Must Watch Brilliant Video For #anaesthetists #anesthesiologists #COVID19 #COVID19OB @anzca @ASA_Australia @oaainfo @S…,Marcin_A_Kubiak,"Opole, Poland", a must watch brilliant video for anaesthetists anesthesiologists covid covid ob australia
,"RT @PM_ki_PA: My sister sent me this which she made yesterday
N i find it extremely beautiful ❤
#LockdownNow #coronaupdatesindia #StayAtHom…",subhash93732454,BharatBhumiMahaanHai , ki pa my sister sent me this which she made yesterday n i find it extremely beautiful lockdownnow coronaupdatesindia stayathom
,RT @iUmarAbdoul: He found a cure for #COVID19,MOHD_ALEED,Uranus, he found a cure for covid
,Fighting #COVID19 with facts https://t.co/xdIGsZtjAt,BHFGLOBAL,"Rosebank, south africa",fighting covid with facts
,"RT @calmecam: I don't necessarily disagree that this is a request that should make us ""uncomfortable"".

However, if you've been one calling…",signsaresaying,Treaty One 🇨🇦 Turtle Island, i don t necessarily disagree that this is a request that should make us uncomfoable however if you ve been one calling
,"RT @DrEricDing: 🤦🏻‍♂️”the couple had read about chloroquine phosphate on the internet, which he said was cluttered with a lot of misinforma…",MishGEA,"Crystal Lake, IL", the couple had read about chloroquine phosphate on the internet which he said was cluttered with a lot of misinforma
,"RT @wesleyl: #Covid19 #Governors Thread: At 5:00pm, two governors started press conferences to talk to their citizens about #Covid19.

In N…",mena24a,"Texas, USA", covid governors thread at pm two governors staed press conferences to talk to their citizens about covid in n
,RT @mygovindia: Join PM @narendramodi today at 8PM as he addresses the nation on vital aspects related to the menace of #COVID19. #IndiaFig…,Vandana38633149,"Bengaluru, South India", join pm today at pm as he addresses the nation on vital aspects related to the menace of covid indiafig
,"RT @NCDCgov: Four new cases of #COVID19 have been confirmed in Nigeria. 3 are in Lagos State and 1 in FCT

Two of these cases are returning…",Babidan05,Nigeria, four new cases of covid have been confirmed in nigeria are in lagos state and in fct two of these cases are returning
,RT @gboyegaakosile: #COVID19updates: Four new cases of #COVID19 have been confirmed in Nigeria. 3 are in Lagos State and 1 in FCT of which…,afacham,, covid updates four new cases of covid have been confirmed in nigeria are in lagos state and in fct of which
,Watch the @narendramodi tonight 8PM talking about #COVID19 https://t.co/iyEfaD6eAW,moGossipApp,"New Delhi, Delhi",watch the tonight pm talking about covid
,"RT @RishiSunak: We've launched a new website that helps businesses find out how to access the support that has been made available, who is…",DurhamCityRFC,Durham City, we ve launched a new website that helps businesses find out how to access the suppo that has been made available who is
,RT @CarlosdelRio7: Great article in @NYTimes on medical students and #COVID19 and great to see my friend and colleague ⁦@ShantaZimmer⁩ quot…,onsarigo93,"Kisii, Kenya", great aicle in on medical students and covid and great to see my friend and colleague quot
,@piersmorgan @SkyNews @JeremyVineOn5 @theJeremyVine @Jeremy_Hunt IS THERE ANY NEED FOR A HOUSE OF LORDS PEER TO USE… https://t.co/lTgXQkh7Vn,Buffybecks,,hunt is there any need for a house of lords peer to use
,RT @EoinBearla: Lord Mayor of #Cork Cllr John Sheehan says he and the mayors of Galway and Dublin have united to call for a nationwide #COV…,SeanMartinFF1,"Cork, Ireland", lord mayor of cork cllr john sheehan says he and the mayors of galway and dublin have united to call for a nationwide cov
,"RT @JerioVinnie: In #Turkey, people have started to leave food packets on the road for the poor and the needy who cannot earn due to #COVID…",hpoolneil,Hartlepool, in turkey people have staed to leave food packets on the road for the poor and the needy who cannot earn due to covid
,"RT @PiyushGoyal: 🏥WHO backs India to take aggressive action against #COVID19

""Through its targeted public health interaction, India ended…",shivneettrehan,New Delhi, who backs india to take aggressive action against covid through its targeted public health interaction india ended
,"RT @wilfredlieto: To the people of Guam. A read on my personal experience with covid-19. 

Please take this seriously and please keep you a…",jaslynsimiko,with my boo;), to the people of guam a read on my personal experience with covid please take this seriously and please keep you a
,"RT @DDNewslive: He came back home to applause and gratitude,
Let him return to lesser #COVID19 patients.

#StayHome and #WashYourHands  
#c…",ttrumped,, he came back home to applause and gratitude let him return to lesser covid patients stayhome and washyourhands c
,"Wait, what?
Kenya is exporting #COVID19 to Rwanda that we claim not to have? Let's not lie to ourselves people, hii… https://t.co/W7SrBLuAZs",wakanesa,,wait what kenya is expoing covid to rwanda that we claim not to have let s not lie to ourselves people hii
,RT @TheJaggi: #Covid-19. PM to address nation at 8pm today. Whatever the message PM must speak regularly to nation to ensure we take the pr…,Himalayanautho1,, covid pm to address nation at pm today whatever the message pm must speak regularly to nation to ensure we take the pr
,RT @Peston: Labour’s ⁦@JohnHealey_MP⁩ says government has gone back on its promise to suspend rental evictions for the duration of the #cov…,wilcox_ps,university of Brighton England, labour s mp says government has gone back on its promise to suspend rental evictions for the duration of the cov
,"RT @victorliew: #COVID19 #Malaysia Urgent Please RT
Someone’s nephew just tested positive. He was on this flight. If u know anyone on this…",RHAALEESII,Malaysia, covid malaysia urgent please  someone s nephew just tested positive he was on this flight if u know anyone on this
,RT @choicecloset92: Nigeria Government will share basket of rice and wrappers during elections but can’t share face mask 😷and sanitizers to…,DIAMONDTITAN3,, nigeria government will share basket of rice and wrappers during elections but can t share face mask and sanitizers to
,"Four new cases of #COVID19 have been confirmed in Nigeria. 3 are in Lagos State and 1 in FCT

Two of these cases ar… https://t.co/R1OxNZBmnR",SAIDULLAH_AFC,"Abuja, Nigeria",four new cases of covid have been confirmed in nigeria are in lagos state and in fct two of these cases ar
,"@RiverdalePress reporter @KPBrend did a great story on how @LehmanCollege students, colleagues, &amp; I readied for… https://t.co/ZwX3DqKDzu",SChenHayes,Leni Lenape lands and Taiwan,repoer did a great story on how students colleagues i readied for
,An outraged city official called out the mayor for trying to cut off people’s power during the Corona pandemic… https://t.co/CLzZEf4wox,shermanedwards,"chicago, il",an outraged city official called out the mayor for trying to cut off people s power during the corona pandemic
,"RT @Craig_A_Spencer: Thank you everyone for your incredible messages of support and encouragement.♥️

Many of you asked what it was like in…",IkeKhoury,, a spencer thank you everyone for your incredible messages of suppo and encouragement many of you asked what it was like in
