,geo,tweet,user_handle,location,cleaned_tweets
1631,,"RT @cenkuygur: I feel terrible for @RandPaul that he tested positive for #Covid_19. I wish him a speedy recovery. At the same time, he obvi…",tess_oc3,LeRoy Ny, i feel terrible for that he tested positive for covid i wish him a speedy recovery at the same time he obvi
1632,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,QueenLexOfKings,"Washington, DC", cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
1633,,"Link to City of Toronto Covid-19 Info &amp; Updates:

https://t.co/qmE2yaKCYv",DooreyChuGroup,"Toronto, Ontario",link to city of toronto covid info updates
1634,,"RT @theshauryasingh: This is how pandemics spread. Also this is how you do your bit to stop this. 

#Covid_19india #COVID19outbreak #corona…",NellENel,Here, this is how pandemics spread also this is how you do your bit to stop this covid india covid outbreak corona
1635,,"RT @CTVNews: 'More and more penalties if people don't listen' to public health directives aimed at stopping COVID-19, Hajdu says https://t.…",Rachelle_Fox,Tiohtiá:ke, more and more penalties if people don t listen to public health directives aimed at stopping covid hajdu says
1636,,"RT @IOL: Covid-19: 40 SA passengers left stranded in isolation on luxury ship in Italy 

Forty South African are being kept in isolation in…",OshieJay,London - United Kingdom, covid sa passengers left stranded in isolation on luxury ship in italy foy south african are being kept in isolation in
1637,,"RT @BashirAhmaad: Kano Emergency contacts in case of suspected COVID—19 case in the State.

1. Dr. Imam Wada Bello, 08050303343

2. Dr Bash…",Gloria15463766,, kano emergency contacts in case of suspected covid case in the state dr imam wada bello dr bash
1638,,"RT @KATCTV3: Statewide Stay at Home order that goes into effect at 5 p.m. Monday, March 23, until April 12, to further fight the spread of…",isittheeyes,Everywhere, statewide stay at home order that goes into effect at p m monday march until april to fuher fight the spread of
1639,,@iefamharris But they can't handle COVID-19,EzzFokam20,Global Citizen ,but they can t handle covid
1640,,"RT @think_inclusive: ***New Resource***

Check out our new page devoted to providing you the latest news and special education resources du…",DrKornA,, inclusive new resource check out our new page devoted to providing you the latest news and special education resources du
1641,,"RT @LouisianaGov: Today, I am issuing a statewide Stay at Home order that goes into effect at 5 p.m. Monday, March 23, to further fight the…",ariannakiritsi,"Lake Charles, LA", today i am issuing a statewide stay at home order that goes into effect at p m monday march to fuher fight the
1642,,"RT @ObsoleteDogma: Well, it was what we thought: My wife and I both tested positive for COVID-19.

We’re staying vigilant, but thankfully w…",gladstein,SF / NY / Oslo, well it was what we thought my wife and i both tested positive for covid we re staying vigilant but thankfully w
1643,,"RT @CDRosa: International solidarity in action: 

Cuban doctors arrive in Italy to help fight Lombardy's devastating COVID-19 outbreak. 

h…",niniksalis,"New York, NY", international solidarity in action cuban doctors arrive in italy to help fight lombardy s devastating covid outbreak h
1644,,RT @SaddickAdams: Students of Obuasi Sec Tech developed this touch free bucket to help fight Covid-19. Little steps like this 🙏🙏 https://t.…,KorleReginald,"Somewhere in Accra, Ghana", students of obuasi sec tech developed this touch free bucket to help fight covid little steps like this
1645,,"""Fuck"". So so sad.

I really need to stop reading this shit 🙄😢

Coronavirus: 'Healthy' NHS nurse, 36, in intensive… https://t.co/L3pVgJyCug",StevenKIRKLAND7,"East Kilbride, Scotland",fuck so so sad i really need to stop reading this shit coronavirus healthy nhs nurse in intensive
1646,,RT @lraitt: The Chancellor of Germany does her own Covid 19 shopping. 1 package of of toilet paper and 4 bottles of wine. Sounds about righ…,kboglarka_,London, the chancellor of germany does her own covid shopping package of of toilet paper and bottles of wine sounds about righ
1647,,"RT @MayorBroome: Immediately after the Governor’s media briefing, I will be  live on @wafb about COVID-19. Please tune in for important upd…",LesterDuhe,"Baton Rouge, LA", immediately after the governor s media briefing i will be live on about covid please tune in for impoant upd
1648,,"""New York Goes On PAUSE Sunday Night: Here's What That Means""

https://t.co/xRNgInysBz",jwilcox79,"Brooklyn, NY",new york goes on pause sunday night here s what that means
1649,,"RT @sanabucha: For once, can PM IK stop taking #COVID as a high-school ego contest. This is a pandemic and if #CMSindh is acting for the go…",GhazanfarH,پاکستان, for once can pm ik stop taking covid as a high school ego contest this is a pandemic and if cmsindh is acting for the go
1650,,RT @AdamFriedland: My cousin works at the pentagon and he told me there’s a viral pandemic going around called the COVID-19,blandshoes,your moms house, my cousin works at the pentagon and he told me there s a viral pandemic going around called the covid
1651,,.@SenatorLankford @jiminhofe Please protect voters’ rights in the COVID-19 emergency stimulus package -- with elect… https://t.co/4AG2YGPXpS,genedoug,,please protect voters rights in the covid emergency stimulus package with elect
1652,,"RT @nycsouthpaw: The first Senator with a confirmed case of COVID-19 is Rand Paul, who delayed legislative response to the disease.",JackPeary,, the first senator with a confirmed case of covid is rand paul who delayed legislative response to the disease
1653,,"RT @wsly_dzr: Me waking up every morning with no covid-19 symptoms
 https://t.co/MOss5RdXof",pretty_beles,"Brighton, England", dzr me waking up every morning with no covid symptoms
1654,,"RT @stephenlautens: For those who prefer their science from Health Canada, here is their Covid-19 prevention page... https://t.co/CZLfdrJ13h",rawaonca,Ontario's South Coast, for those who prefer their science from health canada here is their covid prevention page
1655,,RT @AamolemoSegoe: North West is still clean from the COVID-19. Let me just go home once 😭.,Calvinsuzuki1,"Johannesburg, South Africa", noh west is still clean from the covid let me just go home once
1656,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",petsneverfailu1,"Anywhere, USA", during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
1657,,"RT @ABC: New York City Mayor Bill de Blasio announces establishment of a COVID-19 ""food czar,"" aimed at creating a ""citywide network to ens…",azwildcatsfan,"Sierra Vista, AZ", new york city mayor bill de blasio announces establishment of a covid food czar aimed at creating a citywide network to ens
1658,,"@ClarkeMicah @Nikkipage44 @wtgowers Isn't it down to how infectious SARS-CoV-2 is? Exponential functions.
With the… https://t.co/stdWoiMblG",James03847817,,isn t it down to how infectious sars cov is exponential functions with the
1659,,Covid - 19 https://t.co/fASmnVmGno,YDprakoso,"Malang, Jawa Timur",covid
1660,,"RT @MikeOLoughlin: ""In the end, the most honest answer to the question of why the Covid-19 virus is killing thousands of people, why infect…",MaryAnn_G_Rich,NJ, in the end the most honest answer to the question of why the covid virus is killing thousands of people why infect
1661,,"RT @NewburySoup: Now more than ever we need help and support from our local community... Thank you.

https://t.co/leR78EEpK8…/",MrBlanding,UK, now more than ever we need help and suppo from our local community thank you
1662,,"RT @NYCMayorsOffice: HAPPENING NOW: @NYCMayor talks COVID-19, the Governor’s executive order and more at City Hall: https://t.co/HZSlC78zJt",Sliceman_Jim,Cue You Borough., happening now talks covid the governor s executive order and more at city hall
1663,,RT @PaulTedesco10: #AlexMacedo #President #TimHortons I call you out! (with all four of my followers)convert all your drive thru's to #COVI…,PaulTedesco10,A Bus stop near you, alexmacedo president timhoons i call you out with all four of my followers conve all your drive thru s to covi
1664,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,AngelaTange65,, senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
1665,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,eyelovedaisy,"Phoenix, AZ", cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
1666,,"RT @PeaToastie: Terminate Coronavirus Meditation April 4th/5th
Video- https://t.co/CrM9nkqlAs 

1 million participants would be good😎👍

#CO…",TheHighLifeGame,PDX, terminate coronavirus meditation april th th video million paicipants would be good co
1667,,RT @YukiSjogren: Night shift be like: #Covid_19 #NHS #StaySafeStayHome #StayHome @croydonhealth https://t.co/TU4M40HXMK,sophiedalton27,"London, England", night shift be like covid nhs staysafestayhome stayhome
1668,,"RT @frtberg: We don't need aborted fetal tissue to fight coronavirus, say ethicists https://t.co/yUD4p2VJSY via @cnalive",Know_God,in partibus infidelium, we don t need aboed fetal tissue to fight coronavirus say ethicists via
1669,,RT @IDF: The IDF Home Front Command has been tasked by the @Israel_MOD to contain the spread of #COVID-19 in Israel by assisting in the fac…,idd1941,North Vancouver Canada, the idf home front command has been tasked by the mod to contain the spread of covid in israel by assisting in the fac
1670,,"RT @rise_alien: According to @RandPaul's Twitter - he tested positive for Covid 19 and was self quarantining

That he is out and about brin…",LuckyWhitecock,, alien according to s twitter he tested positive for covid and was self quarantining that he is out and about brin
